,Shape,Carat,Color,Clarity,CutGrade,pricepercarat,Total,Depth,Table,Fluorescence
8551,EC,0.5,I,VS1,,"1,328",664,64.7,68,N
8552,EC,0.5,G,VVS2,,"1,575",788,67.9,64,N
8553,EC,0.5,D,VS2,,"1,650",825,68.7,65,N
8554,EC,0.5,D,VVS2,,"2,075","1,038",68.4,64,N
8555,EC,0.5,G,VVS2,,"1,596",798,68.6,66,N
8556,EC,0.5,E,VS1,,"1,425",712,64,67,N
8557,EC,0.5,D,VVS2,,"2,048","1,024",67.9,67,N
8558,EC,0.5,E,VS2,,"1,736",868,68.4,65,N
8559,EC,0.5,E,VVS2,,"1,760",880,69.2,65,N
8560,EC,0.5,E,VS2,,"1,708",854,67,58,N
8561,EC,0.5,F,VS2,,"1,485",742,71.6,64,N
8562,EC,0.5,H,VS1,,"1,675",838,69.6,66,N
8563,EC,0.5,F,SI2,,"1,242",621,69.4,66,N
8564,EC,0.5,H,SI1,,"1,400",700,71.4,64,N
8565,EC,0.5,I,VS1,,"1,564",782,67.9,65,N
8566,EC,0.5,G,SI2,,"1,156",578,65.9,64,F
8567,EC,0.5,E,VS2,,"1,778",889,68.4,65,N
8568,EC,0.5,F,VS2,,"1,519",759,69.4,64,N
8569,EC,0.5,F,VVS2,,"1,852",926,68.4,66,N
8570,EC,0.5,D,VVS1,,"2,223","1,112",64.5,71,N
8571,EC,0.5,F,VVS1,,"2,092","1,046",67.5,69,N
8572,EC,0.5,D,VS2,VG,"1,812",906,66.8,68,N
8573,EC,0.5,F,VVS2,,"1,881",940,74.2,68,N
8574,EC,0.5,E,IF,VG,"2,120","1,060",69.4,69,N
8575,EC,0.5,E,VS2,G,"1,795",898,66.7,70,N
8576,EC,0.5,F,IF,G,"2,143","1,072",65.5,70,N
8577,EC,0.5,F,IF,,"2,074","1,037",66.1,75,N
8578,EC,0.5,D,VVS1,,"2,341","1,171",66.5,68,N
8579,EC,0.5,E,VS2,,"1,769",885,65.9,69,N
8580,EC,0.5,E,VVS1,,"2,029","1,014",69.3,70,N
8581,EC,0.5,D,VS1,,"2,080","1,040",70.1,63,F
8582,EC,0.5,J,VS1,,"1,330",665,68.3,63,N
8583,EC,0.5,J,VVS1,,"1,365",682,67.7,75,F
8584,EC,0.5,F,VS1,,"1,827",914,70.6,72,N
8585,EC,0.5,H,VS1,,"1,675",838,65.1,62,N
8586,EC,0.5,H,VS1,,"1,675",838,60.1,70,N
8587,EC,0.5,G,VVS2,,"1,820",910,71,70,N
8588,EC,0.5,J,VS1,,"1,254",627,68.8,66,N
8589,EC,0.5,F,VS2,,"1,782",891,66.7,65,N
8590,EC,0.5,H,VS2,,"1,584",792,69.3,70,N
8591,EC,0.5,G,VS1,,"1,782",891,71.1,63,N
8592,EC,0.5,G,VS1,,"1,755",878,67.7,69,N
8593,EC,0.5,I,VVS1,,"1,625",812,67.4,64,N
8594,EC,0.5,E,VS1,,"2,200","1,100",66,66,N
8595,EC,0.5,E,VVS2,,"2,150","1,075",69,70,F
8596,EC,0.5,E,VVS1,,"2,150","1,075",60.9,69,N
8597,EC,0.5,D,VS1,,"1,928",964,70.8,69,N
8598,EC,0.5,D,VVS1,,"1,989",994,70.6,64,N
8599,EC,0.5,D,VVS2,,"1,878",939,70.4,65,N
8600,EC,0.5,D,SI1,,"1,331",666,68.3,69,N
8601,EC,0.5,E,VS1,,"1,890",945,71.7,62,N
8602,EC,0.5,F,VS2,,"1,512",756,72.5,68,N
8603,EC,0.5,I,VVS2,,"1,344",672,69.5,68,N
8604,EC,0.5,F,VS1,,"1,791",895,69.8,63,N
8605,EC,0.5,F,VVS2,,"1,890",945,68.4,67,N
8606,EC,0.5,F,VVS2,,"1,920",960,68.3,69,N
8607,EC,0.5,G,VS1,,"1,580",790,71,66,N
8608,EC,0.5,D,VS1,,"2,175","1,088",60,69,N
8609,EC,0.5,D,VVS2,,"1,819",910,72.2,66,N
8610,EC,0.5,D,VVS2,,"1,853",926,64.7,68,N
8611,EC,0.5,F,VS1,,"1,791",895,69.1,68,N
8612,EC,0.5,I,VS1,,"1,357",678,69.3,63,N
8613,EC,0.5,F,VVS1,,"2,100","1,050",69.5,63,N
8614,EC,0.5,H,SI1,,"1,560",780,65.9,66,F
8615,EC,0.5,H,VVS2,,"2,080","1,040",68.6,64,N
8616,EC,0.5,F,VS1,,"2,175","1,088",72.8,68,N
8617,EC,0.5,G,SI1,,"1,742",871,62.6,69,N
8618,EC,0.5,D,SI1,,"1,625",812,69.6,64,N
8619,EC,0.5,E,VS2,,"1,820",910,65.4,71,N
8620,EC,0.5,D,VVS1,,"2,238","1,119",64.5,73,N
8621,EC,0.5,D,VVS1,,"2,238","1,119",66,68,N
8622,EC,0.5,D,VVS2,,"2,289","1,144",65,71,N
8623,EC,0.5,D,VS2,EX,"1,944",972,67.9,66,N
8624,EC,0.5,E,VS2,,"1,498",749,69.9,76,N
8625,EC,0.5,E,VVS2,,"1,599",800,70.9,69,N
8626,EC,0.5,D,VVS1,,"2,200","1,100",66.5,63,F
8627,EC,0.5,D,VS1,,"2,150","1,075",67.7,68,N
8628,EC,0.5,H,VS1,,"1,950",975,62.3,67,N
8629,EC,0.5,G,VVS2,,"1,950",975,67.3,69,N
8630,EC,0.5,H,VS2,,"1,600",800,61.8,60,F
8631,EC,0.5,E,VS1,,"2,150","1,075",65.8,68,N
8632,EC,0.5,G,VS2,,"1,800",900,62,62,N
8633,EC,0.5,G,VVS2,,"1,820",910,61.7,70,N
8634,EC,0.5,E,VVS2,,"1,728",864,65.9,68,N
8635,EC,0.5,E,VVS2,,"1,704",852,70.4,68,N
8636,EC,0.5,G,IF,,"2,100","1,050",68.6,69,F
8637,EC,0.5,G,VS1,,"2,000","1,000",66.2,61,N
8638,EC,0.5,G,VS2,,"1,248",624,71.7,60,N
8639,EC,0.5,E,VVS2,,"1,440",720,70.4,65,N
8640,EC,0.5,D,VS1,,"1,880",940,67.6,66,N
8641,EC,0.5,D,VVS1,,"2,124","1,062",68.3,67,N
8642,EC,0.5,D,VVS1,,"1,998",999,69.5,68,N
8643,EC,0.5,E,VVS1,,"1,912",956,68.7,66,N
8644,EC,0.5,E,VVS2,,"1,736",868,72,61,N
8645,EC,0.5,E,VVS2,,"1,848",924,71,63,N
8646,EC,0.5,E,VS2,,"1,750",875,68.2,68,N
8647,EC,0.5,E,VVS1,,"1,930",965,69,63,N
8648,EC,0.5,E,VVS2,,"1,936",968,69.3,65,N
8649,EC,0.5,F,VS1,,"1,812",906,71,68,N
8650,EC,0.5,F,VVS1,,"1,792",896,68.2,68,N
8651,EC,0.5,F,VVS1,,"1,880",940,69.4,69,N
8652,EC,0.5,F,VS1,,"1,820",910,72.4,63,N
8653,EC,0.5,G,VVS2,,"1,477",738,68.8,60,N
8654,EC,0.5,F,VS2,,"1,505",753,69.5,66,N
8655,EC,0.5,F,VS2,,"1,566",783,69.5,66,N
8656,EC,0.5,F,VS2,,"1,492",746,63.5,60,N
8657,EC,0.5,F,VS2,,"1,573",786,68.8,63,N
8658,EC,0.5,E,VS1,,"1,898",949,67.8,67,N
8659,EC,0.5,F,VS1,,"1,870",935,68.4,64,N
8660,EC,0.5,F,VS2,,"1,573",786,68.4,65,N
8661,EC,0.5,G,VS1,,"1,606",803,69.4,65,N
8662,EC,0.5,G,VVS2,,"1,505",752,72.3,69,N
8663,EC,0.5,H,VS1,,"1,556",778,68.1,64,N
8664,EC,0.5,H,VVS1,,"1,512",756,72.4,66,N
8665,EC,0.5,E,VVS1,,"2,150","1,075",65.9,67,F
8666,EC,0.5,E,VVS2,,"2,150","1,075",64.1,64,N
8667,EC,0.5,D,VVS1,,"2,250","1,125",67.8,68,N
8668,EC,0.5,D,VVS1,,"2,250","1,125",69.1,67,N
8669,EC,0.5,D,VVS1,,"2,250","1,125",66.6,64,N
8670,EC,0.5,E,VVS1,,"2,040","1,020",68.5,65,N
8671,EC,0.5,F,VS2,,"1,627",813,68.4,66,N
8672,EC,0.5,F,VVS2,,"1,890",945,68.4,64,N
8673,EC,0.5,F,VS1,,"1,834",917,72.3,62,N
8674,EC,0.5,H,SI1,,"1,210",605,67.8,64,N
8675,EC,0.5,H,VS1,,"1,556",778,66.2,67,N
8676,EC,0.5,E,VS1,,"1,912",956,68.5,66,N
8677,EC,0.5,E,VVS1,,"1,930",965,69.2,67,N
8678,EC,0.5,F,SI1,,"1,428",714,65,78,N
8679,EC,0.5,G,SI1,,"1,425",712,71.4,77,N
8680,EC,0.5,D,VVS2,,"1,887",944,69.6,66,N
8681,EC,0.5,I,VS2,,"1,326",663,68,68,N
8682,EC,0.5,F,VS2,EX,"1,722",861,64.4,64,N
8683,EC,0.5,E,VVS2,EX,"2,041","1,021",68.5,73,N
8684,EC,0.5,F,VS1,EX,"1,607",803,68.9,63,N
8685,EC,0.5,G,SI2,EX,"1,006",503,66.4,66,N
8686,EC,0.5,H,I1,EX,816,408,58.3,60,N
8687,EC,0.5,E,VS1,EX,"1,983",991,57.8,64,N
8688,EC,0.5,I,VS1,EX,"1,297",648,68.4,65,N
8689,EC,0.5,F,SI1,EX,"1,390",695,59.7,67,N
8690,EC,0.5,I,SI1,EX,"1,190",595,60.3,70,N
8691,EC,0.5,E,VVS1,EX,"2,049","1,025",63.5,63,N
8692,EC,0.5,F,SI1,EX,"1,390",695,67.2,64,N
8693,EC,0.5,F,SI1,EX,"1,283",642,63.9,67,N
8694,EC,0.5,J,SI1,EX,961,480,68.1,70,N
8695,EC,0.5,G,I1,EX,"1,021",510,58.3,68,N
8696,EC,0.5,F,SI2,EX,"1,102",551,69,65,N
8697,EC,0.5,F,SI1,EX,"1,208",604,61.8,67,N
8698,EC,0.5,F,VS1,EX,"1,688",844,65.6,67,N
8699,EC,0.5,E,SI1,EX,"1,386",693,69.6,71,N
8700,EC,0.5,I,VS2,EX,"1,433",716,65.6,68,N
8701,EC,0.5,J,SI2,,"1,120",560,67,61,N
8702,EC,0.5,F,VS2,,"1,610",805,69.1,61,N
8703,EC,0.5,D,VS2,,"1,582",791,71.4,62,N
8704,EC,0.5,D,VVS2,,"2,006","1,003",69.1,62,N
8705,EC,0.5,D,SI1,,"1,219",609,70.8,69,N
8706,EC,0.5,E,VS1,,"1,785",892,69.3,66,N
8707,EC,0.5,E,VVS2,,"1,816",908,72.2,65,N
8708,EC,0.5,E,VVS2,,"1,792",896,69,66,N
8709,EC,0.5,E,VVS2,,"1,984",992,68.4,68,N
8710,EC,0.5,F,VS2,,"1,573",786,72.4,65,N
8711,EC,0.5,F,VS2,,"1,505",753,69.8,58,N
8712,EC,0.5,F,VS2,,"1,654",827,68.7,69,N
8713,EC,0.5,F,VS1,,"1,820",910,71.9,64,N
8714,EC,0.5,F,VVS2,,"1,800",900,72,65,N
8715,EC,0.5,F,VS2,,"1,566",783,67.9,59,N
8716,EC,0.5,G,VVS1,,"1,725",862,66.9,67,N
8717,EC,0.5,I,VVS2,,"1,248",624,68.6,66,N
8718,EC,0.5,I,IF,,"1,352",676,68.1,69,N
8719,EC,0.5,D,VVS1,,"1,548",774,67.5,66,F
8720,EC,0.5,E,SI1,,"1,104",552,67.4,67,F
8721,EC,0.5,H,VS2,,"1,320",660,62.3,66,N
8722,EC,0.5,L,VVS2,,938,469,69.5,69,F
8723,EC,0.5,H,VS1,,"1,375",688,69.4,66,N
8724,EC,0.5,D,SI1,,"1,250",625,67.6,66,N
8725,EC,0.5,G,VVS2,,"1,484",742,69.8,70,N
8726,EC,0.5,G,VVS2,,"1,484",742,68.2,65,N
8727,EC,0.5,H,IF,,"1,450",725,67.5,67,N
8728,EC,0.5,F,VS2,,"1,485",742,66.7,65,N
8729,EC,0.5,G,VS1,,"1,950",975,65.8,62,F
8730,EC,0.5,I,VS1,,"1,600",800,66.5,64,N
8731,EC,0.5,E,VS1,,"2,150","1,075",65.9,66,N
8732,EC,0.5,G,VVS1,,"2,000","1,000",62.2,68,N
8733,EC,0.5,D,VVS2,,"1,972",986,68.6,69,N
8734,EC,0.5,D,SI1,,"1,288",644,68.2,61,N
8735,EC,0.5,E,VS1,,"1,852",926,71.9,64,N
8736,EC,0.5,E,VS1,,"1,822",911,72.4,63,N
8737,EC,0.5,F,VS2,,"1,532",766,71.3,64,N
8738,EC,0.5,E,VS2,,"1,876",938,68.7,65,F
8739,EC,0.5,I,VS1,,"2,300","1,150",68.9,61,F
8740,EC,0.5,L,VVS1,,945,472,70.9,67,F
8741,EC,0.5,D,VVS2,,"2,350","1,175",67.9,65,F
8742,EC,0.5,F,VVS1,,"2,150","1,075",66.8,66,N
8743,EC,0.5,F,VS2,,"1,539",770,68.7,61,N
8744,EC,0.5,E,VS2,,"1,547",774,67.7,58,N
8745,EC,0.5,E,VS2,,"1,435",718,62.5,64,N
8746,EC,0.5,F,VS2,,"1,600",800,68.4,63,N
8747,EC,0.5,F,VS2,,"1,552",776,66.1,67,N
8748,EC,0.5,F,VS2,,"1,532",766,65.1,66,N
8749,EC,0.5,F,VS2,,"1,600",800,64.6,63,N
8750,EC,0.5,F,VS2,,"1,613",807,64.3,63,N
8751,EC,0.5,F,VS2,,"1,627",813,66,62,N
8752,EC,0.5,G,VVS2,,"1,582",791,65.7,61,N
8753,EC,0.5,G,VS2,,"1,482",741,67,66,N
8754,EC,0.5,G,VVS1,,"1,950",975,66,66,N
8755,EC,0.5,G,VVS1,,"2,000","1,000",65.3,66,N
8756,EC,0.5,G,VVS2,,"2,000","1,000",68.7,63,N
8757,EC,0.5,G,VS1,,"1,620",810,63.2,66,N
8758,EC,0.5,I,VVS2,,"1,675",838,67.7,63,N
8759,EC,0.5,H,VVS1,,"1,955",978,67.6,69,N
8760,EC,0.5,I,VS2,,"1,580",790,66,62,FB
8761,EC,0.5,D,VS1,,"2,125","1,062",67.9,64,N
8762,EC,0.5,E,VVS1,,"2,200","1,100",65.9,64,N
8763,EC,0.5,D,VS1,,"2,125","1,062",66.7,68,N
8764,EC,0.5,D,VVS2,,"2,135","1,068",68.5,61,N
8765,EC,0.5,D,VVS2,,"2,200","1,100",68.2,64,N
8766,EC,0.5,D,IF,,"2,375","1,188",67.6,65,N
8767,EC,0.5,D,VVS2,,"2,200","1,100",68.8,65,N
8768,EC,0.5,E,VS1,,"1,975",988,67.4,63,N
8769,EC,0.5,D,VS1,,"2,075","1,038",65.2,65,N
8770,EC,0.5,F,VS2,,"1,885",942,66.6,64,N
8771,EC,0.5,F,I1,,900,450,71.4,57,N
8772,EC,0.5,F,VVS2,,"1,975",988,65.7,66,N
8773,EC,0.5,D,SI1,,"1,269",634,72.1,69,N
8774,EC,0.5,D,VS2,,"1,688",844,71,68,N
8775,EC,0.5,D,VS1,,"1,904",952,69.6,66,N
8776,EC,0.5,D,SI1,,"1,219",609,70.6,68,N
8777,EC,0.5,E,VVS1,,"1,964",982,68.3,65,N
8778,EC,0.5,G,VVS2,,"1,631",816,68.3,66,N
8779,EC,0.5,I,VVS1,,"1,350",675,72,64,N
8780,EC,0.5,I,VS2,,"1,194",597,72.4,67,N
8781,EC,0.5,H,IF,,"1,785",892,68.1,64,N
8782,EC,0.5,H,VVS1,,"1,785",892,68.2,63,N
8783,EC,0.5,H,VVS1,,"1,785",892,67.3,63,N
8784,EC,0.5,H,VVS1,,"1,785",892,67.3,63,N
8785,EC,0.5,G,VVS2,,"1,785",892,64.3,70,N
8786,EC,0.5,G,VS1,,"1,785",892,68.9,66,N
8787,EC,0.5,H,IF,,"1,785",892,66.2,65,N
8788,EC,0.5,G,IF,,"1,785",892,67.9,62,N
8789,EC,0.5,G,IF,,"1,785",892,63.6,59,N
8790,EC,0.5,H,VVS2,,"1,785",892,64.2,63,N
8791,EC,0.5,H,IF,,"1,785",892,67.8,64,N
8792,EC,0.5,H,VVS2,,"1,785",892,68.2,69,N
8793,EC,0.5,F,VVS2,,"2,010","1,005",63.8,64,F
8794,EC,0.5,I,VS2,EX,"1,391",696,64.9,64,N
8795,EC,0.5,D,VVS1,,"2,350","1,175",58.2,67,N
8796,EC,0.5,D,VS2,,"1,575",788,68,65,N
8797,EC,0.5,D,VS2,,"1,598",799,67.1,65,N
8798,EC,0.5,D,VS2,,"1,590",795,68.5,65,N
8799,EC,0.5,D,VS2,,"1,568",784,67.8,62,N
8800,EC,0.5,D,VS2,,"1,552",776,68.4,60,N
8801,EC,0.5,D,VS1,,"1,592",796,68.8,61,N
8802,EC,0.5,D,I1,,833,416,66.1,63,N
8803,EC,0.5,D,VS1,,"1,592",796,72.2,61,N
8804,EC,0.5,D,VS1,,"1,576",788,72.7,66,N
8805,EC,0.5,D,VS1,,"1,760",880,68.3,65,N
8806,EC,0.5,D,VS1,,"1,744",872,72.4,68,N
8807,EC,0.5,D,VS1,,"1,672",836,67.4,64,N
8808,EC,0.5,D,VS2,,"1,658",829,66.2,66,N
8809,EC,0.5,D,VS1,,"1,624",812,72.9,64,N
8810,EC,0.5,D,VS2,,"1,665",832,65.9,65,N
8811,EC,0.5,D,VS1,,"1,568",784,69,65,N
8812,EC,0.5,D,VS2,,"1,650",825,66.1,58,N
8813,EC,0.5,D,VS1,,"1,624",812,72.6,63,N
8814,EC,0.5,D,VS1,,"1,704",852,72.7,67,N
8815,EC,0.5,D,VS1,,"1,560",780,72.6,61,N
8816,EC,0.5,D,VS1,,"1,552",776,72.3,66,N
8817,EC,0.5,D,VS1,,"1,728",864,70.6,66,N
8818,EC,0.5,D,VS2,,"1,748",874,67.2,64,N
8819,EC,0.5,D,VS2,,"1,612",806,69.8,65,N
8820,EC,0.5,D,VS1,,"1,648",824,69.4,60,N
8821,EC,0.5,D,VS2,,"1,688",844,66.6,63,N
8822,EC,0.5,D,VS1,,"1,608",804,72.4,64,N
8823,EC,0.5,D,VS2,,"1,688",844,67.7,58,N
8824,EC,0.5,D,VVS2,,"1,590",795,69.7,64,N
8825,EC,0.5,D,VS1,,"1,712",856,72.9,66,N
8826,EC,0.5,D,VS1,,"1,752",876,72.4,67,N
8827,EC,0.5,D,VVS2,,"1,598",799,72.1,64,N
8828,EC,0.5,D,VS1,,"1,784",892,68.7,58,N
8829,EC,0.5,D,VS1,,"1,760",880,72.1,63,N
8830,EC,0.5,D,VS1,,"1,736",868,71,65,N
8831,EC,0.5,D,VS1,,"1,696",848,72.1,65,N
8832,EC,0.5,D,VVS2,,"1,598",799,68.9,61,N
8833,EC,0.5,D,VS2,,"1,688",844,68.1,66,N
8834,EC,0.5,D,VS1,,"1,752",876,69.1,66,N
8835,EC,0.5,D,VS1,,"1,808",904,72.8,64,N
8836,EC,0.5,D,VS2,,"1,650",825,69.7,65,N
8837,EC,0.5,D,VS1,,"1,704",852,67.1,65,N
8838,EC,0.5,D,VS2,,"1,672",836,67.6,66,N
8839,EC,0.5,D,VS1,,"1,728",864,69.5,65,N
8840,EC,0.5,D,VS1,,"1,680",840,72.7,65,N
8841,EC,0.5,D,VS2,,"1,650",825,70.8,64,N
8842,EC,0.5,D,VS1,,"1,728",864,72.5,60,N
8843,EC,0.5,D,VS1,,"1,760",880,72.4,68,N
8844,EC,0.5,D,VS1,,"1,424",712,72.6,61,N
8845,EC,0.5,D,VS2,,"1,688",844,68.9,67,N
8846,EC,0.5,D,VS2,,"1,658",829,72.2,62,N
8847,EC,0.5,D,VS2,,"1,635",818,71.6,63,N
8848,EC,0.5,D,VS2,,"1,755",878,67.1,64,N
8849,EC,0.5,D,I1,,786,393,69.6,60,N
8850,EC,0.5,D,VS1,,"1,872",936,67.9,64,N
8851,EC,0.5,D,VS1,,"1,672",836,72.4,58,N
8852,EC,0.5,D,VS1,,"1,744",872,69.1,65,N
8853,EC,0.5,D,VS1,,"1,800",900,72,67,N
8854,EC,0.5,D,VS1,,"1,840",920,68.5,67,N
8855,EC,0.5,D,VS1,,"1,632",816,71.3,69,N
8856,EC,0.5,D,VS1,,"1,768",884,71.3,67,N
8857,EC,0.5,D,VS1,,"1,808",904,69.4,60,N
8858,EC,0.5,D,VS1,,"1,752",876,70.7,66,N
8859,EC,0.5,D,VS1,,"1,592",796,65.5,69,N
8860,EC,0.5,D,VS2,,"1,575",788,68.6,66,N
8861,EC,0.5,D,VS1,,"1,824",912,67.7,66,N
8862,EC,0.5,D,VS1,,"1,744",872,72.5,63,N
8863,EC,0.5,D,VS1,,"1,840",920,65.3,67,N
8864,EC,0.5,D,VS1,,"1,800",900,70.9,58,N
8865,EC,0.5,D,VS1,,"1,792",896,69.5,64,N
8866,EC,0.5,D,VS2,,"1,808",904,64.5,70,N
8867,EC,0.5,D,VS2,,"1,702",851,68.9,66,N
8868,EC,0.5,E,SI1,,"1,081",540,66.1,61,N
8869,EC,0.5,E,SI1,,"1,052",526,68.3,60,N
8870,EC,0.5,E,SI1,,"1,098",549,68.6,60,N
8871,EC,0.5,D,VS1,,"1,760",880,72.4,67,N
8872,EC,0.5,D,VS2,,"1,830",915,64.8,67,N
8873,EC,0.5,E,SI1,,"1,081",540,68.8,65,N
8874,EC,0.5,E,SI1,,"1,127",564,69.6,63,N
8875,EC,0.5,E,VS1,,"1,635",818,67.1,62,N
8876,EC,0.5,E,SI1,,"1,156",578,69.4,63,N
8877,EC,0.5,E,VVS1,,"1,513",756,70.4,66,N
8878,EC,0.5,E,I1,,852,426,68.6,64,N
8879,EC,0.5,E,SI1,,"1,029",515,65.1,57,N
8880,EC,0.5,E,SI1,,"1,156",578,70.3,66,N
8881,EC,0.5,E,VS1,,"1,695",848,66.7,63,N
8882,EC,0.5,E,SI1,,"1,167",584,71.3,58,N
8883,EC,0.5,E,VS1,,"1,642",821,72.8,62,N
8884,EC,0.5,E,VS1,,"1,702",851,66.3,66,N
8885,EC,0.5,E,VS1,,"1,598",799,72.3,67,N
8886,EC,0.5,E,SI1,,"1,087",543,67.7,65,N
8887,EC,0.5,E,SI1,,"1,081",540,68.6,63,N
8888,EC,0.5,E,VS1,,"1,612",806,72.7,62,N
8889,EC,0.5,E,VVS1,,"1,742",871,68.6,64,N
8890,EC,0.5,E,VS1,,"1,612",806,72.4,64,N
8891,EC,0.5,E,VS2,,"1,484",742,72.5,66,N
8892,EC,0.5,E,SI1,,"1,225",612,68.4,64,N
8893,EC,0.5,E,VS1,,"1,710",855,68.6,62,N
8894,EC,0.5,E,VS1,,"1,642",821,72.5,64,N
8895,EC,0.5,E,VS1,,"1,770",885,68.4,64,N
8896,EC,0.5,E,SI2,,907,454,68.4,66,N
8897,EC,0.5,E,IF,,"1,719",860,72.7,64,N
8898,EC,0.5,E,VS2,,"1,547",774,69.2,59,N
8899,EC,0.5,E,SI1,,"1,092",546,71.1,60,N
8900,EC,0.5,E,VS1,,"1,740",870,68.4,62,N
8901,EC,0.5,E,VS2,,"1,498",749,72.7,67,N
8902,EC,0.5,E,SI1,,"1,179",589,67.7,63,N
8903,EC,0.5,E,VS1,,"1,642",821,72.7,67,N
8904,EC,0.5,E,SI1,,"1,179",589,72.2,65,N
8905,EC,0.5,E,SI1,,"1,184",592,68.5,63,N
8906,EC,0.5,E,SI1,,"1,173",586,66.2,65,N
8907,EC,0.5,E,SI2,,893,446,65.4,65,N
8908,EC,0.5,E,VS2,,"1,624",812,68.6,63,N
8909,EC,0.5,E,SI2,,888,444,67.1,65,N
8910,EC,0.5,E,VS1,,"1,650",825,71.1,59,N
8911,EC,0.5,E,VS2,,"1,617",808,68,63,N
8912,EC,0.5,E,VS1,,"1,628",814,72.6,65,N
8913,EC,0.5,E,VS1,,"1,515",758,71.2,65,N
8914,EC,0.5,E,VS1,,"1,785",892,68.3,57,N
8915,EC,0.5,E,SI1,,"1,127",564,68,66,N
8916,EC,0.5,E,SI1,,"1,029",515,71.4,59,N
8917,EC,0.5,E,VVS1,,"1,785",892,68.4,66,N
8918,EC,0.5,E,VS1,,"1,755",878,67.6,63,N
8919,EC,0.5,E,VS1,,"1,590",795,72.2,64,N
8920,EC,0.5,E,VS1,,"1,642",821,70.4,64,N
8921,EC,0.5,E,VVS1,,"1,853",926,68.8,64,N
8922,EC,0.5,E,VS1,,"1,650",825,72.1,68,N
8923,EC,0.5,E,VS1,,"1,635",818,71.5,66,N
8924,EC,0.5,E,VS1,,"1,748",874,66.8,64,N
8925,EC,0.5,E,VS1,,"1,635",818,72.6,66,N
8926,EC,0.5,E,VS2,,"1,547",774,62.6,65,N
8927,EC,0.5,E,VS2,,"1,582",791,67.6,66,N
8928,EC,0.5,E,SI1,,"1,127",564,72.3,66,N
8929,EC,0.5,E,VVS1,,"1,768",884,70.9,62,N
8930,EC,0.5,E,VS1,,"1,672",836,67.5,66,N
8931,EC,0.5,E,VS1,,"1,665",832,69.9,67,N
8932,EC,0.5,E,VS2,,"1,519",760,72.8,64,N
8933,EC,0.5,E,VS2,,"1,491",746,64,68,N
8934,EC,0.5,E,VVS1,,"1,802",901,72.6,66,N
8935,EC,0.5,E,IF,,"1,863",932,68.5,62,N
8936,EC,0.5,E,SI1,,"1,133",566,68.2,64,N
8937,EC,0.5,E,SI1,,"1,162",581,71,67,N
8938,EC,0.5,E,VVS1,,"1,896",948,68.7,65,N
8939,EC,0.5,E,VS2,,"1,603",802,72.4,63,N
8940,EC,0.5,E,VVS1,,"1,896",948,68.6,65,N
8941,EC,0.5,E,VS1,,"1,575",788,68.4,67,N
8942,EC,0.5,E,VS1,,"1,740",870,65.6,67,N
8943,EC,0.5,E,VS2,,"1,533",766,72.6,67,N
8944,EC,0.5,E,VS2,,"1,498",749,72.4,62,N
8945,EC,0.5,E,VS1,,"1,778",889,68.6,61,N
8946,EC,0.5,E,VS1,,"1,695",848,72.4,64,N
8947,EC,0.5,E,VS1,,"1,598",799,68.6,64,N
8948,EC,0.5,E,VS2,,"1,603",802,67.1,64,N
8949,EC,0.5,E,SI1,,"1,230",615,66.5,66,N
8950,EC,0.5,E,VS2,,"1,610",805,69,64,N
8951,EC,0.5,E,SI1,,"1,110",555,72.7,67,N
8952,EC,0.5,E,VS2,,"1,554",777,68.8,61,N
8953,EC,0.5,E,VS1,,"1,770",885,68.7,66,N
8954,EC,0.5,E,VVS1,,"1,776",888,72.4,65,N
8955,EC,0.5,E,VS1,,"1,672",836,66.1,61,N
8956,EC,0.5,E,VS2,,"1,673",836,68.1,60,N
8957,EC,0.5,E,VS2,,"1,659",830,67.2,65,N
8958,EC,0.5,E,SI1,,"1,144",572,63.5,63,N
8959,EC,0.5,E,IF,,"1,800",900,72.5,66,N
8960,EC,0.5,E,VS2,,"1,596",798,67,65,N
8961,EC,0.5,E,SI1,,"1,196",598,67,66,N
8962,EC,0.5,E,VS2,,"1,624",812,68.4,66,N
8963,EC,0.5,E,VS1,,"1,665",832,71.2,65,N
8964,EC,0.5,E,VVS1,,"1,853",926,68.6,61,N
8965,EC,0.5,E,VVS1,,"1,700",850,71.7,67,N
8966,EC,0.5,E,IF,,"1,782",891,72.4,67,N
8967,EC,0.5,E,VS2,,"1,505",752,71.8,66,N
8968,EC,0.5,E,I1,,724,362,71.5,65,N
8969,EC,0.5,E,VS2,,"1,561",780,67,65,N
8970,EC,0.5,E,VS1,,"1,605",802,71.9,66,N
8971,EC,0.5,E,VS1,,"1,590",795,72.2,64,N
8972,EC,0.5,E,VS2,,"1,554",777,68.6,64,N
8973,EC,0.5,E,VS1,,"1,612",806,72.6,64,N
8974,EC,0.5,E,IF,,"1,773",886,72,64,N
8975,EC,0.5,E,VS1,,"1,635",818,69.4,64,N
8976,EC,0.5,E,VS1,,"1,628",814,69.3,65,N
8977,EC,0.5,E,VS1,,"1,590",795,72.5,65,N
8978,EC,0.5,E,VS2,,"1,575",788,73,62,N
8979,EC,0.5,E,VS1,,"1,598",799,72.3,68,N
8980,EC,0.5,E,VVS1,,"1,717",858,72.3,66,N
8981,EC,0.5,E,VVS1,,"1,726",863,72.3,65,N
8982,EC,0.5,E,SI1,,"1,219",610,66.5,66,N
