,Shape,Carat,Color,Clarity,CutGrade,pricepercarat,Total,Depth,Table,Fluorescence
0,MQ,0.18,D,SI1,,"2,515",453,59.3,60,F
1,MQ,0.18,F,VS2,,"1,508",271,59.9,58,N
2,MQ,0.18,E,VVS2,,"1,712",308,58.2,59,N
3,MQ,0.18,G,VVS2,,"1,512",272,61.7,58,N
4,MQ,0.18,F,VS2,,"1,566",282,59.8,63,F
5,MQ,0.18,F,VS2,,"1,276",230,70,55,F
6,MQ,0.18,F,SI1,,"1,358",244,64.4,56,F
7,MQ,0.18,F,VVS2,,"1,781",321,64.9,60,N
8,MQ,0.18,E,SI2,,902,162,65.3,57,N
9,MQ,0.18,D,VS2,,"1,450",261,62.7,57,F
10,MQ,0.18,E,SI2,,"1,230",221,62.7,56,N
11,MQ,0.18,F,SI2,,"1,271",229,61.2,57,F
12,MQ,0.18,F,SI1,,"1,455",262,65.8,53,N
13,MQ,0.18,F,VS2,,"1,276",230,56.8,53,N
14,MQ,0.18,F,SI2,,"1,107",199,61.1,58,N
15,MQ,0.18,D,VVS1,,"1,531",276,63.9,61,F
16,MQ,0.18,D,VVS2,,"1,635",294,56.4,63,N
17,MQ,0.18,D,VS1,,"1,362",245,63.3,50,N
18,MQ,0.18,D,VS2,,"1,301",234,60.2,67,N
19,MQ,0.18,D,SI1,,"1,290",232,59.9,58,N
20,MQ,0.18,E,VVS2,,"1,510",272,63.1,59,N
21,MQ,0.18,E,VS1,,"1,485",267,69.6,61,N
22,MQ,0.18,E,VS1,,"1,753",316,63.2,61,N
23,MQ,0.18,E,VS1,,"1,445",260,56.3,67,N
24,MQ,0.18,E,VS1,,"1,533",276,62.3,59,N
25,MQ,0.18,E,VS1,,"1,467",264,59.3,64,N
26,MQ,0.18,E,VS2,,"1,423",256,61.2,54,N
27,MQ,0.18,E,VS2,,"1,299",234,64.2,64,N
28,MQ,0.18,F,VVS2,,"1,523",274,63.8,58,N
29,MQ,0.18,F,VS2,,"1,313",236,58.6,59,N
30,MQ,0.18,F,SI2,,"1,066",192,65.4,60,N
31,MQ,0.19,D,VVS1,,"2,071",393,59.7,61,N
32,MQ,0.19,F,VS2,,"1,392",264,58.5,57,N
33,MQ,0.19,E,VS2,,"1,566",298,65.2,59,N
34,MQ,0.19,E,VS2,,"1,624",309,63,58,N
35,MQ,0.19,G,VS2,,"1,377",262,65.3,57,F
36,MQ,0.19,F,VS2,,"1,566",298,65.3,59,F
37,MQ,0.19,G,VS2,,"1,377",262,59.4,59,N
38,MQ,0.19,F,SI2,,"1,271",241,67.5,58,N
39,MQ,0.19,H,VVS2,,"1,028",195,59.1,57,N
40,MQ,0.19,E,VS2,,"1,392",264,60.3,56,F
41,MQ,0.19,D,SI2,,"1,230",234,63.2,57,N
42,MQ,0.19,D,SI2,,"1,230",234,68.1,54,F
43,MQ,0.19,D,SI1,,"1,261",240,60.6,55,N
44,MQ,0.19,E,SI2,,"1,066",203,69.3,63,N
45,MQ,0.19,D,VVS1,,"1,841",350,63.6,58,N
46,MQ,0.19,D,VVS1,,"1,758",334,62.4,56,N
47,MQ,0.19,D,VS1,,"1,731",329,60.1,60,N
48,MQ,0.19,D,VS2,,"1,527",290,58.8,64,N
49,MQ,0.19,E,VVS1,,"1,701",323,60.5,66,N
50,MQ,0.19,E,VVS2,,"1,651",314,62.4,55,N
51,MQ,0.19,E,VS1,,"1,619",308,59.5,56,N
52,MQ,0.19,E,VS1,,"1,485",282,55.1,59,N
53,MQ,0.19,E,VS1,,"1,519",289,55.6,61,N
54,MQ,0.19,E,VS2,,"1,418",269,67.6,58,N
55,MQ,0.19,E,SI1,,"1,223",232,61.2,61,N
56,MQ,0.19,F,VS1,,"2,430",462,68.4,58,N
57,MQ,0.19,F,VS2,,"1,472",280,62.4,61,N
58,MQ,0.19,G,VS2,,"1,283",244,64.5,59,N
59,MQ,0.2,D,VVS1,,"2,071",414,58,60,N
60,MQ,0.2,F,VVS1,,"2,340",468,58.9,58,N
61,MQ,0.2,F,VVS2,,"1,438",288,69,63,N
62,MQ,0.2,G,VVS2,,"1,452",290,60.5,59,F
63,MQ,0.2,F,VS2,,"1,500",300,66.2,65,N
64,MQ,0.2,D,VS1,,"1,623",325,60.9,63,N
65,MQ,0.2,E,VS2,,"1,392",278,64.8,64,N
66,MQ,0.2,F,VS2,,"1,230",246,58.7,57,F
67,MQ,0.2,G,VS2,,"1,255",251,58.2,55,N
68,MQ,0.21,L,VS1,,"1,657",348,63.8,57,N
69,MQ,0.21,F,VVS1,,"1,712",360,62,61,N
70,MQ,0.21,D,VS2,,"1,539",323,63.7,58,N
71,MQ,0.21,D,VS2,,"1,469",309,60.3,57,N
72,MQ,0.22,I,VS2,,"1,232",271,56.3,56,F
73,MQ,0.22,E,VS1,,"1,589",350,59.4,62,F
74,MQ,0.22,E,VS2,,"1,431",315,60.2,61,N
75,MQ,0.22,F,VS1,,"1,731",381,66.2,64,N
76,MQ,0.23,E,VVS1,,"2,046",471,61.3,58,N
77,MQ,0.23,D,VS2,,"1,465",337,73.2,49,N
78,MQ,0.23,H,VVS2,,"1,904",438,58,59,F
79,MQ,0.23,E,SI1,,"1,705",392,64.7,56,N
80,MQ,0.23,E,SI1,,880,202,65.3,62,N
81,MQ,0.23,G,SI2,,"1,025",236,59.2,60,N
82,MQ,0.23,F,SI2,,"1,034",238,65.3,61,F
83,MQ,0.23,J,SI2,,910,209,69.6,52,F
84,MQ,0.23,F,SI2,,"1,598",368,63.6,54,N
85,MQ,0.23,D,SI1,,"1,705",392,60.4,55,F
86,MQ,0.23,F,SI1,,"1,650",380,61.7,54,N
87,MQ,0.23,D,VS1,,"1,571",361,63.8,61,N
88,MQ,0.23,G,VS1,,"1,407",324,56.9,62,N
89,MQ,0.24,F,SI2,,799,192,62.1,59,N
90,MQ,0.24,D,SI1,,935,224,62.4,59,N
91,MQ,0.24,D,SI1,,"1,760",422,65.3,61,N
92,MQ,0.24,E,SI2,,"1,645",395,59.6,57,N
93,MQ,0.24,D,SI2,,"1,645",395,56.3,59,N
94,MQ,0.24,D,VS1,,"1,712",411,59.5,60,N
95,MQ,0.24,E,VVS1,,"1,751",420,60.1,57,N
96,MQ,0.24,E,VS2,,"1,347",323,61.2,59,F
97,MQ,0.25,H,SI1,,873,218,61.2,56,F
98,MQ,0.25,E,SI1,,880,220,58,56,F
99,MQ,0.25,D,VVS1,ID,"1,970",492,60.7,60,N
100,MQ,0.18,D,SI1,,"2,515",453,59.3,60,F
101,MQ,0.18,F,VS2,,"1,508",271,59.9,58,N
102,MQ,0.18,E,VVS2,,"1,712",308,58.2,59,N
103,MQ,0.18,G,VVS2,,"1,512",272,61.7,58,N
104,MQ,0.18,F,VS2,,"1,566",282,59.8,63,F
105,MQ,0.18,F,VS2,,"1,276",230,70,55,F
106,MQ,0.18,F,SI1,,"1,358",244,64.4,56,F
107,MQ,0.18,F,VVS2,,"1,781",321,64.9,60,N
108,MQ,0.18,E,SI2,,902,162,65.3,57,N
109,MQ,0.18,D,VS2,,"1,450",261,62.7,57,F
110,MQ,0.18,E,SI2,,"1,230",221,62.7,56,N
111,MQ,0.18,F,SI2,,"1,271",229,61.2,57,F
112,MQ,0.18,F,SI1,,"1,455",262,65.8,53,N
113,MQ,0.18,F,VS2,,"1,276",230,56.8,53,N
114,MQ,0.18,F,SI2,,"1,107",199,61.1,58,N
115,MQ,0.18,D,VVS1,,"1,531",276,63.9,61,F
116,MQ,0.18,D,VVS2,,"1,635",294,56.4,63,N
117,MQ,0.18,D,VS1,,"1,362",245,63.3,50,N
118,MQ,0.18,D,VS2,,"1,301",234,60.2,67,N
119,MQ,0.18,D,SI1,,"1,290",232,59.9,58,N
120,MQ,0.18,E,VVS2,,"1,510",272,63.1,59,N
121,MQ,0.18,E,VS1,,"1,485",267,69.6,61,N
122,MQ,0.18,E,VS1,,"1,753",316,63.2,61,N
123,MQ,0.18,E,VS1,,"1,445",260,56.3,67,N
124,MQ,0.18,E,VS1,,"1,533",276,62.3,59,N
125,MQ,0.18,E,VS1,,"1,467",264,59.3,64,N
126,MQ,0.18,E,VS2,,"1,423",256,61.2,54,N
127,MQ,0.18,E,VS2,,"1,299",234,64.2,64,N
128,MQ,0.18,F,VVS2,,"1,523",274,63.8,58,N
129,MQ,0.18,F,VS2,,"1,313",236,58.6,59,N
130,MQ,0.18,F,SI2,,"1,066",192,65.4,60,N
131,MQ,0.19,D,VVS1,,"2,071",393,59.7,61,N
132,MQ,0.19,F,VS2,,"1,392",264,58.5,57,N
133,MQ,0.19,E,VS2,,"1,566",298,65.2,59,N
134,MQ,0.19,E,VS2,,"1,624",309,63,58,N
135,MQ,0.19,G,VS2,,"1,377",262,65.3,57,F
136,MQ,0.19,F,VS2,,"1,566",298,65.3,59,F
137,MQ,0.19,G,VS2,,"1,377",262,59.4,59,N
138,MQ,0.19,F,SI2,,"1,271",241,67.5,58,N
139,MQ,0.19,H,VVS2,,"1,028",195,59.1,57,N
140,MQ,0.19,E,VS2,,"1,392",264,60.3,56,F
141,MQ,0.19,D,SI2,,"1,230",234,63.2,57,N
142,MQ,0.19,D,SI2,,"1,230",234,68.1,54,F
143,MQ,0.19,D,SI1,,"1,261",240,60.6,55,N
144,MQ,0.19,E,SI2,,"1,066",203,69.3,63,N
145,MQ,0.19,D,VVS1,,"1,841",350,63.6,58,N
146,MQ,0.19,D,VVS1,,"1,758",334,62.4,56,N
147,MQ,0.19,D,VS1,,"1,731",329,60.1,60,N
148,MQ,0.19,D,VS2,,"1,527",290,58.8,64,N
149,MQ,0.19,E,VVS1,,"1,701",323,60.5,66,N
150,MQ,0.19,E,VVS2,,"1,651",314,62.4,55,N
151,MQ,0.19,E,VS1,,"1,619",308,59.5,56,N
152,MQ,0.19,E,VS1,,"1,485",282,55.1,59,N
153,MQ,0.19,E,VS1,,"1,519",289,55.6,61,N
154,MQ,0.19,E,VS2,,"1,418",269,67.6,58,N
155,MQ,0.19,E,SI1,,"1,223",232,61.2,61,N
156,MQ,0.19,F,VS1,,"2,430",462,68.4,58,N
157,MQ,0.19,F,VS2,,"1,472",280,62.4,61,N
158,MQ,0.19,G,VS2,,"1,283",244,64.5,59,N
159,MQ,0.2,D,VVS1,,"2,071",414,58,60,N
160,MQ,0.2,F,VVS1,,"2,340",468,58.9,58,N
161,MQ,0.2,F,VVS2,,"1,438",288,69,63,N
162,MQ,0.2,G,VVS2,,"1,452",290,60.5,59,F
163,MQ,0.2,F,VS2,,"1,500",300,66.2,65,N
164,MQ,0.2,D,VS1,,"1,623",325,60.9,63,N
165,MQ,0.2,E,VS2,,"1,392",278,64.8,64,N
166,MQ,0.2,F,VS2,,"1,230",246,58.7,57,F
167,MQ,0.2,G,VS2,,"1,255",251,58.2,55,N
168,MQ,0.21,L,VS1,,"1,657",348,63.8,57,N
169,MQ,0.21,F,VVS1,,"1,712",360,62,61,N
170,MQ,0.21,D,VS2,,"1,539",323,63.7,58,N
171,MQ,0.21,D,VS2,,"1,469",309,60.3,57,N
172,MQ,0.22,I,VS2,,"1,232",271,56.3,56,F
173,MQ,0.22,E,VS1,,"1,589",350,59.4,62,F
174,MQ,0.22,E,VS2,,"1,431",315,60.2,61,N
175,MQ,0.22,F,VS1,,"1,731",381,66.2,64,N
176,MQ,0.23,E,VVS1,,"2,046",471,61.3,58,N
177,MQ,0.23,D,VS2,,"1,465",337,73.2,49,N
178,MQ,0.23,H,VVS2,,"1,904",438,58,59,F
179,MQ,0.23,E,SI1,,"1,705",392,64.7,56,N
180,MQ,0.23,E,SI1,,880,202,65.3,62,N
181,MQ,0.23,G,SI2,,"1,025",236,59.2,60,N
182,MQ,0.23,F,SI2,,"1,034",238,65.3,61,F
183,MQ,0.23,J,SI2,,910,209,69.6,52,F
184,MQ,0.23,F,SI2,,"1,598",368,63.6,54,N
185,MQ,0.23,D,SI1,,"1,705",392,60.4,55,F
186,MQ,0.23,F,SI1,,"1,650",380,61.7,54,N
187,MQ,0.23,D,VS1,,"1,571",361,63.8,61,N
188,MQ,0.23,G,VS1,,"1,407",324,56.9,62,N
189,MQ,0.24,F,SI2,,799,192,62.1,59,N
190,MQ,0.24,D,SI1,,935,224,62.4,59,N
191,MQ,0.24,D,SI1,,"1,760",422,65.3,61,N
192,MQ,0.24,E,SI2,,"1,645",395,59.6,57,N
193,MQ,0.24,D,SI2,,"1,645",395,56.3,59,N
194,MQ,0.24,D,VS1,,"1,712",411,59.5,60,N
195,MQ,0.24,E,VVS1,,"1,751",420,60.1,57,N
196,MQ,0.24,E,VS2,,"1,347",323,61.2,59,F
197,MQ,0.25,H,SI1,,873,218,61.2,56,F
198,MQ,0.25,E,SI1,,880,220,58,56,F
199,MQ,0.25,D,VVS1,ID,"1,970",492,60.7,60,N
200,MQ,0.18,D,SI1,,"2,515",453,59.3,60,F
201,MQ,0.18,F,VS2,,"1,508",271,59.9,58,N
202,MQ,0.18,E,VVS2,,"1,712",308,58.2,59,N
203,MQ,0.18,G,VVS2,,"1,512",272,61.7,58,N
204,MQ,0.18,F,VS2,,"1,566",282,59.8,63,F
205,MQ,0.18,F,VS2,,"1,276",230,70,55,F
206,MQ,0.18,F,SI1,,"1,358",244,64.4,56,F
207,MQ,0.18,F,VVS2,,"1,781",321,64.9,60,N
208,MQ,0.18,E,SI2,,902,162,65.3,57,N
209,MQ,0.18,D,VS2,,"1,450",261,62.7,57,F
210,MQ,0.18,E,SI2,,"1,230",221,62.7,56,N
211,MQ,0.18,F,SI2,,"1,271",229,61.2,57,F
212,MQ,0.18,F,SI1,,"1,455",262,65.8,53,N
213,MQ,0.18,F,VS2,,"1,276",230,56.8,53,N
214,MQ,0.18,F,SI2,,"1,107",199,61.1,58,N
215,MQ,0.18,D,VVS1,,"1,531",276,63.9,61,F
216,MQ,0.18,D,VVS2,,"1,635",294,56.4,63,N
217,MQ,0.18,D,VS1,,"1,362",245,63.3,50,N
218,MQ,0.18,D,VS2,,"1,301",234,60.2,67,N
219,MQ,0.18,D,SI1,,"1,290",232,59.9,58,N
220,MQ,0.18,E,VVS2,,"1,510",272,63.1,59,N
221,MQ,0.18,E,VS1,,"1,485",267,69.6,61,N
222,MQ,0.18,E,VS1,,"1,753",316,63.2,61,N
223,MQ,0.18,E,VS1,,"1,445",260,56.3,67,N
224,MQ,0.18,E,VS1,,"1,533",276,62.3,59,N
225,MQ,0.18,E,VS1,,"1,467",264,59.3,64,N
226,MQ,0.18,E,VS2,,"1,423",256,61.2,54,N
227,MQ,0.18,E,VS2,,"1,299",234,64.2,64,N
228,MQ,0.18,F,VVS2,,"1,523",274,63.8,58,N
229,MQ,0.18,F,VS2,,"1,313",236,58.6,59,N
230,MQ,0.18,F,SI2,,"1,066",192,65.4,60,N
231,MQ,0.19,D,VVS1,,"2,071",393,59.7,61,N
232,MQ,0.19,F,VS2,,"1,392",264,58.5,57,N
233,MQ,0.19,E,VS2,,"1,566",298,65.2,59,N
234,MQ,0.19,E,VS2,,"1,624",309,63,58,N
235,MQ,0.19,G,VS2,,"1,377",262,65.3,57,F
236,MQ,0.19,F,VS2,,"1,566",298,65.3,59,F
237,MQ,0.19,G,VS2,,"1,377",262,59.4,59,N
238,MQ,0.19,F,SI2,,"1,271",241,67.5,58,N
239,MQ,0.19,H,VVS2,,"1,028",195,59.1,57,N
240,MQ,0.19,E,VS2,,"1,392",264,60.3,56,F
241,MQ,0.19,D,SI2,,"1,230",234,63.2,57,N
242,MQ,0.19,D,SI2,,"1,230",234,68.1,54,F
243,MQ,0.19,D,SI1,,"1,261",240,60.6,55,N
244,MQ,0.19,E,SI2,,"1,066",203,69.3,63,N
245,MQ,0.19,D,VVS1,,"1,841",350,63.6,58,N
246,MQ,0.19,D,VVS1,,"1,758",334,62.4,56,N
247,MQ,0.19,D,VS1,,"1,731",329,60.1,60,N
248,MQ,0.19,D,VS2,,"1,527",290,58.8,64,N
249,MQ,0.19,E,VVS1,,"1,701",323,60.5,66,N
250,MQ,0.19,E,VVS2,,"1,651",314,62.4,55,N
251,MQ,0.19,E,VS1,,"1,619",308,59.5,56,N
252,MQ,0.19,E,VS1,,"1,485",282,55.1,59,N
253,MQ,0.19,E,VS1,,"1,519",289,55.6,61,N
254,MQ,0.19,E,VS2,,"1,418",269,67.6,58,N
255,MQ,0.19,E,SI1,,"1,223",232,61.2,61,N
256,MQ,0.19,F,VS1,,"2,430",462,68.4,58,N
257,MQ,0.19,F,VS2,,"1,472",280,62.4,61,N
258,MQ,0.19,G,VS2,,"1,283",244,64.5,59,N
259,MQ,0.2,D,VVS1,,"2,071",414,58,60,N
260,MQ,0.2,F,VVS1,,"2,340",468,58.9,58,N
261,MQ,0.2,F,VVS2,,"1,438",288,69,63,N
262,MQ,0.2,G,VVS2,,"1,452",290,60.5,59,F
263,MQ,0.2,F,VS2,,"1,500",300,66.2,65,N
264,MQ,0.2,D,VS1,,"1,623",325,60.9,63,N
265,MQ,0.2,E,VS2,,"1,392",278,64.8,64,N
266,MQ,0.2,F,VS2,,"1,230",246,58.7,57,F
267,MQ,0.2,G,VS2,,"1,255",251,58.2,55,N
268,MQ,0.21,L,VS1,,"1,657",348,63.8,57,N
269,MQ,0.21,F,VVS1,,"1,712",360,62,61,N
270,MQ,0.21,D,VS2,,"1,539",323,63.7,58,N
271,MQ,0.21,D,VS2,,"1,469",309,60.3,57,N
272,MQ,0.22,I,VS2,,"1,232",271,56.3,56,F
273,MQ,0.22,E,VS1,,"1,589",350,59.4,62,F
274,MQ,0.22,E,VS2,,"1,431",315,60.2,61,N
275,MQ,0.22,F,VS1,,"1,731",381,66.2,64,N
276,MQ,0.23,E,VVS1,,"2,046",471,61.3,58,N
277,MQ,0.23,D,VS2,,"1,465",337,73.2,49,N
278,MQ,0.23,H,VVS2,,"1,904",438,58,59,F
279,MQ,0.23,E,SI1,,"1,705",392,64.7,56,N
280,MQ,0.23,E,SI1,,880,202,65.3,62,N
281,MQ,0.23,G,SI2,,"1,025",236,59.2,60,N
282,MQ,0.23,F,SI2,,"1,034",238,65.3,61,F
283,MQ,0.23,J,SI2,,910,209,69.6,52,F
284,MQ,0.23,F,SI2,,"1,598",368,63.6,54,N
285,MQ,0.23,D,SI1,,"1,705",392,60.4,55,F
286,MQ,0.23,F,SI1,,"1,650",380,61.7,54,N
287,MQ,0.23,D,VS1,,"1,571",361,63.8,61,N
288,MQ,0.23,G,VS1,,"1,407",324,56.9,62,N
289,MQ,0.24,F,SI2,,799,192,62.1,59,N
290,MQ,0.24,D,SI1,,935,224,62.4,59,N
291,MQ,0.24,D,SI1,,"1,760",422,65.3,61,N
292,MQ,0.24,E,SI2,,"1,645",395,59.6,57,N
293,MQ,0.24,D,SI2,,"1,645",395,56.3,59,N
294,MQ,0.24,D,VS1,,"1,712",411,59.5,60,N
295,MQ,0.24,E,VVS1,,"1,751",420,60.1,57,N
296,MQ,0.24,E,VS2,,"1,347",323,61.2,59,F
297,MQ,0.25,H,SI1,,873,218,61.2,56,F
298,MQ,0.25,E,SI1,,880,220,58,56,F
299,MQ,0.25,D,VVS1,ID,"1,970",492,60.7,60,N
300,MQ,0.18,D,SI1,,"2,515",453,59.3,60,F
301,MQ,0.18,F,VS2,,"1,508",271,59.9,58,N
302,MQ,0.18,E,VVS2,,"1,712",308,58.2,59,N
303,MQ,0.18,G,VVS2,,"1,512",272,61.7,58,N
304,MQ,0.18,F,VS2,,"1,566",282,59.8,63,F
305,MQ,0.18,F,VS2,,"1,276",230,70,55,F
306,MQ,0.18,F,SI1,,"1,358",244,64.4,56,F
307,MQ,0.18,F,VVS2,,"1,781",321,64.9,60,N
308,MQ,0.18,E,SI2,,902,162,65.3,57,N
309,MQ,0.18,D,VS2,,"1,450",261,62.7,57,F
310,MQ,0.18,E,SI2,,"1,230",221,62.7,56,N
311,MQ,0.18,F,SI2,,"1,271",229,61.2,57,F
312,MQ,0.18,F,SI1,,"1,455",262,65.8,53,N
313,MQ,0.18,F,VS2,,"1,276",230,56.8,53,N
314,MQ,0.18,F,SI2,,"1,107",199,61.1,58,N
315,MQ,0.18,D,VVS1,,"1,531",276,63.9,61,F
316,MQ,0.18,D,VVS2,,"1,635",294,56.4,63,N
317,MQ,0.18,D,VS1,,"1,362",245,63.3,50,N
318,MQ,0.18,D,VS2,,"1,301",234,60.2,67,N
319,MQ,0.18,D,SI1,,"1,290",232,59.9,58,N
320,MQ,0.18,E,VVS2,,"1,510",272,63.1,59,N
321,MQ,0.18,E,VS1,,"1,485",267,69.6,61,N
322,MQ,0.18,E,VS1,,"1,753",316,63.2,61,N
323,MQ,0.18,E,VS1,,"1,445",260,56.3,67,N
324,MQ,0.18,E,VS1,,"1,533",276,62.3,59,N
325,MQ,0.18,E,VS1,,"1,467",264,59.3,64,N
326,MQ,0.18,E,VS2,,"1,423",256,61.2,54,N
327,MQ,0.18,E,VS2,,"1,299",234,64.2,64,N
328,MQ,0.18,F,VVS2,,"1,523",274,63.8,58,N
329,MQ,0.18,F,VS2,,"1,313",236,58.6,59,N
330,MQ,0.18,F,SI2,,"1,066",192,65.4,60,N
331,MQ,0.19,D,VVS1,,"2,071",393,59.7,61,N
332,MQ,0.19,F,VS2,,"1,392",264,58.5,57,N
333,MQ,0.19,E,VS2,,"1,566",298,65.2,59,N
334,MQ,0.19,E,VS2,,"1,624",309,63,58,N
335,MQ,0.19,G,VS2,,"1,377",262,65.3,57,F
336,MQ,0.19,F,VS2,,"1,566",298,65.3,59,F
337,MQ,0.19,G,VS2,,"1,377",262,59.4,59,N
338,MQ,0.19,F,SI2,,"1,271",241,67.5,58,N
339,MQ,0.19,H,VVS2,,"1,028",195,59.1,57,N
340,MQ,0.19,E,VS2,,"1,392",264,60.3,56,F
341,MQ,0.19,D,SI2,,"1,230",234,63.2,57,N
342,MQ,0.19,D,SI2,,"1,230",234,68.1,54,F
343,MQ,0.19,D,SI1,,"1,261",240,60.6,55,N
344,MQ,0.19,E,SI2,,"1,066",203,69.3,63,N
345,MQ,0.19,D,VVS1,,"1,841",350,63.6,58,N
346,MQ,0.19,D,VVS1,,"1,758",334,62.4,56,N
347,MQ,0.19,D,VS1,,"1,731",329,60.1,60,N
348,MQ,0.19,D,VS2,,"1,527",290,58.8,64,N
349,MQ,0.19,E,VVS1,,"1,701",323,60.5,66,N
350,MQ,0.19,E,VVS2,,"1,651",314,62.4,55,N
351,MQ,0.19,E,VS1,,"1,619",308,59.5,56,N
352,MQ,0.19,E,VS1,,"1,485",282,55.1,59,N
353,MQ,0.19,E,VS1,,"1,519",289,55.6,61,N
354,MQ,0.19,E,VS2,,"1,418",269,67.6,58,N
355,MQ,0.19,E,SI1,,"1,223",232,61.2,61,N
356,MQ,0.19,F,VS1,,"2,430",462,68.4,58,N
357,MQ,0.19,F,VS2,,"1,472",280,62.4,61,N
358,MQ,0.19,G,VS2,,"1,283",244,64.5,59,N
359,MQ,0.2,D,VVS1,,"2,071",414,58,60,N
360,MQ,0.2,F,VVS1,,"2,340",468,58.9,58,N
361,MQ,0.2,F,VVS2,,"1,438",288,69,63,N
362,MQ,0.2,G,VVS2,,"1,452",290,60.5,59,F
363,MQ,0.2,F,VS2,,"1,500",300,66.2,65,N
364,MQ,0.2,D,VS1,,"1,623",325,60.9,63,N
365,MQ,0.2,E,VS2,,"1,392",278,64.8,64,N
366,MQ,0.2,F,VS2,,"1,230",246,58.7,57,F
367,MQ,0.2,G,VS2,,"1,255",251,58.2,55,N
368,MQ,0.21,L,VS1,,"1,657",348,63.8,57,N
369,MQ,0.21,F,VVS1,,"1,712",360,62,61,N
370,MQ,0.21,D,VS2,,"1,539",323,63.7,58,N
371,MQ,0.21,D,VS2,,"1,469",309,60.3,57,N
372,MQ,0.22,I,VS2,,"1,232",271,56.3,56,F
373,MQ,0.22,E,VS1,,"1,589",350,59.4,62,F
374,MQ,0.22,E,VS2,,"1,431",315,60.2,61,N
375,MQ,0.22,F,VS1,,"1,731",381,66.2,64,N
376,MQ,0.23,E,VVS1,,"2,046",471,61.3,58,N
377,MQ,0.23,D,VS2,,"1,465",337,73.2,49,N
378,MQ,0.23,H,VVS2,,"1,904",438,58,59,F
379,MQ,0.23,E,SI1,,"1,705",392,64.7,56,N
380,MQ,0.23,E,SI1,,880,202,65.3,62,N
381,MQ,0.23,G,SI2,,"1,025",236,59.2,60,N
382,MQ,0.23,F,SI2,,"1,034",238,65.3,61,F
383,MQ,0.23,J,SI2,,910,209,69.6,52,F
384,MQ,0.23,F,SI2,,"1,598",368,63.6,54,N
385,MQ,0.23,D,SI1,,"1,705",392,60.4,55,F
386,MQ,0.23,F,SI1,,"1,650",380,61.7,54,N
387,MQ,0.23,D,VS1,,"1,571",361,63.8,61,N
388,MQ,0.23,G,VS1,,"1,407",324,56.9,62,N
389,MQ,0.24,F,SI2,,799,192,62.1,59,N
390,MQ,0.24,D,SI1,,935,224,62.4,59,N
391,MQ,0.24,D,SI1,,"1,760",422,65.3,61,N
392,MQ,0.24,E,SI2,,"1,645",395,59.6,57,N
393,MQ,0.24,D,SI2,,"1,645",395,56.3,59,N
394,MQ,0.24,D,VS1,,"1,712",411,59.5,60,N
395,MQ,0.24,E,VVS1,,"1,751",420,60.1,57,N
396,MQ,0.24,E,VS2,,"1,347",323,61.2,59,F
397,MQ,0.25,H,SI1,,873,218,61.2,56,F
398,MQ,0.25,E,SI1,,880,220,58,56,F
399,MQ,0.25,D,VVS1,ID,"1,970",492,60.7,60,N
400,MQ,0.18,D,SI1,,"2,515",453,59.3,60,F
401,MQ,0.18,F,VS2,,"1,508",271,59.9,58,N
402,MQ,0.18,E,VVS2,,"1,712",308,58.2,59,N
403,MQ,0.18,G,VVS2,,"1,512",272,61.7,58,N
404,MQ,0.18,F,VS2,,"1,566",282,59.8,63,F
405,MQ,0.18,F,VS2,,"1,276",230,70,55,F
406,MQ,0.18,F,SI1,,"1,358",244,64.4,56,F
407,MQ,0.18,F,VVS2,,"1,781",321,64.9,60,N
408,MQ,0.18,E,SI2,,902,162,65.3,57,N
409,MQ,0.18,D,VS2,,"1,450",261,62.7,57,F
410,MQ,0.18,E,SI2,,"1,230",221,62.7,56,N
411,MQ,0.18,F,SI2,,"1,271",229,61.2,57,F
412,MQ,0.18,F,SI1,,"1,455",262,65.8,53,N
413,MQ,0.18,F,VS2,,"1,276",230,56.8,53,N
414,MQ,0.18,F,SI2,,"1,107",199,61.1,58,N
415,MQ,0.18,D,VVS1,,"1,531",276,63.9,61,F
416,MQ,0.18,D,VVS2,,"1,635",294,56.4,63,N
417,MQ,0.18,D,VS1,,"1,362",245,63.3,50,N
418,MQ,0.18,D,VS2,,"1,301",234,60.2,67,N
419,MQ,0.18,D,SI1,,"1,290",232,59.9,58,N
420,MQ,0.18,E,VVS2,,"1,510",272,63.1,59,N
421,MQ,0.18,E,VS1,,"1,485",267,69.6,61,N
422,MQ,0.18,E,VS1,,"1,753",316,63.2,61,N
423,MQ,0.18,E,VS1,,"1,445",260,56.3,67,N
424,MQ,0.18,E,VS1,,"1,533",276,62.3,59,N
425,MQ,0.18,E,VS1,,"1,467",264,59.3,64,N
426,MQ,0.18,E,VS2,,"1,423",256,61.2,54,N
427,MQ,0.18,E,VS2,,"1,299",234,64.2,64,N
428,MQ,0.18,F,VVS2,,"1,523",274,63.8,58,N
429,MQ,0.18,F,VS2,,"1,313",236,58.6,59,N
430,MQ,0.18,F,SI2,,"1,066",192,65.4,60,N
431,MQ,0.19,D,VVS1,,"2,071",393,59.7,61,N
432,MQ,0.19,F,VS2,,"1,392",264,58.5,57,N
433,MQ,0.19,E,VS2,,"1,566",298,65.2,59,N
434,MQ,0.19,E,VS2,,"1,624",309,63,58,N
435,MQ,0.19,G,VS2,,"1,377",262,65.3,57,F
436,MQ,0.19,F,VS2,,"1,566",298,65.3,59,F
